DATE_CHARGEMENT,DATE_RELEVEE,DATE_DEMARRAGE,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,PANNE
1/10/2019 2:00,1/10/2019 2:00,1/10/2019 2:00,0.0002,0.0006,518.67,641.64,1579.99,1401.9,554.57,2387.98,9047.89,47.13,521.94,2387.97,8136.49,8.3925,392,39.12,23.4201,76.555,0
1/10/2019 3:00,1/10/2019 3:00,1/10/2019 3:00,0.0007,0.0005,518.67,641.78,1586.77,1401.53,554.69,2387.94,9053.63,47.03,522.33,2387.99,8140.61,8.3742,391,38.88,23.4317,76.555,0
1/10/2019 4:00,1/10/2019 4:00,1/10/2019 4:00,-0.0024,-0.0004,518.67,641.66,1584.04,1395.46,554.47,2388.01,9047.3,47.12,523.07,2387.98,8140.09,8.3887,391,38.93,23.4074,76.555,0
1/10/2019 5:00,1/10/2019 5:00,1/10/2019 5:00,-0.0012,-0.0003,518.67,642.21,1579.84,1402.11,554.17,2388.02,90949.82,47.17,521.96,2388.02,8137.72,8.3704,393,38.94,23.4311,76.555,0
1/10/2019 6:00,1/10/2019 6:00,1/10/2019 6:00,-0.001,0.0003,518.67,641.81,1581.99,1393.46,554.53,2387.99,9051.79,47.24,522.49,2387.95,8133.45,8.3805,392,39.01,23.4462,76.555,0
1/10/2019 7:00,1/10/2019 7:00,1/10/2019 7:00,0.0003,-0.0001,518.67,642.43,1583.58,1390.27,553.62,2388.04,9052.05,47.13,522.71,2388.08,8134.78,8.3714,391,39.04,23.5245,76.555,0
1/10/2019 8:00,1/10/2019 8:00,1/10/2019 8:00,0.0014,0.0001,518.67,641.95,1588.43,1400.25,554.83,2388,9051.35,47.22,522.92,2388,8133.2,8.4053,391,39,23.4203,76.555,0
1/10/2019 9:00,1/10/2019 9:00,1/10/2019 9:00,0.0025,0.0001,518.67,641.75,1576.84,1401.77,555.25,2388.02,9055.07,47.14,522.38,2387.98,8137.51,8.4035,392,39.1,23.4102,76.555,0
1/10/2019 10:00,1/10/2019 10:00,1/10/2019 10:00,0.0042,-0.0004,518.67,642.34,1582.94,1394.38,554.64,2388,9050.27,47.14,522.54,2387.94,8139.83,8.3698,391,39.02,23.3821,76.555,0
1/10/2019 11:00,1/10/2019 11:00,1/10/2019 11:00,-0.0023,0.0001,518.67,642.05,1579.51,1392.28,554.72,2388.03,9055.29,47.04,522.58,2388.01,8136.57,8.3954,391,39.24,23.5014,76.555,0
1/10/2019 12:00,1/10/2019 12:00,1/10/2019 12:00,0.0024,0.0006,518.67,642.16,1580.18,1397.67,554.35,2387.96,9053.31,47.17,521.73,2388.04,8140.79,8.3792,391,38.98,23.4241,76.555,0
1/10/2019 13:00,1/10/2019 13:00,1/10/2019 13:00,-0.0013,0.0003,518.67,642.37,,,554.69,2387.96,9051.43,47.21,522.26,,8131.57,8.3937,393,39.1,23.2867,76.555,0
1/10/2019 14:00,1/10/2019 14:00,1/10/2019 14:00,-0.0019,0,518.67,641.99,,,553.5,2387.98,9052.35,47.15,522.25,,8136.16,8.3866,391,39.18,23.3981,76.555,0
1/10/2019 15:00,1/10/2019 15:00,1/10/2019 15:00,0.0063,0.0001,518.67,641.81,,,554.14,2388,9055.28,47.19,522.31,,8136.97,8.3959,391,38.99,23.4883,76.555,0
1/10/2019 16:00,1/10/2019 16:00,1/10/2019 16:00,-0.0011,0.0003,518.67,641.87,,,554.03,2387.98,9050.81,47.12,522.8,,8137.27,8.3472,391,38.96,23.4691,76.555,0
1/10/2019 17:00,1/10/2019 17:00,1/10/2019 17:00,0.0006,0.0005,518.67,642.12,,,555.16,2388.03,9058.01,47.03,522.11,,8137.73,8.4077,392,38.96,23.4275,76.555,0
1/10/2019 18:00,1/10/2019 18:00,1/10/2019 18:00,0.0037,0.0005,518.67,642.04,,,554.77,2387.99,9053.78,46.99,522.68,,8136.55,8.3734,390,38.95,23.4395,76.555,0
1/10/2019 19:00,1/10/2019 19:00,1/10/2019 19:00,-0.0032,-0.0003,518.67,642.08,,,554.75,2388,9055.84,47.11,522.26,,8140.77,8.37,390,38.97,23.4249,76.555,0
1/10/2019 20:00,1/10/2019 20:00,1/10/2019 20:00,0.0012,0,518.67,641.78,,,554.62,2387.98,9050.8,47.2,522.43,,8136.63,8.419,391,39.1,23.3985,76.555,0
1/10/2019 21:00,1/10/2019 21:00,1/10/2019 21:00,-0.0009,0.0005,518.67,641.97,,,554.8,2388,9049.93,47.05,522.17,,8131.62,8.4393,391,39.17,23.4154,76.555,0
1/10/2019 22:00,1/10/2019 22:00,1/10/2019 22:00,0.0013,-0.0001,518.67,641.58,,,554.56,2387.98,9045.87,47.12,522.54,,8138.76,8.3783,390,38.97,23.4006,76.555,0
1/10/2019 23:00,1/10/2019 23:00,1/10/2019 23:00,-0.0032,0.0004,518.67,641.79,,,553.62,2388.01,9051.18,47.09,522.26,,8133.62,8.4102,392,39.01,23.4434,76.555,0
1/11/2019 0:00,1/11/2019 0:00,1/11/2019 0:00,0.0042,0.0003,518.67,642.12,,,555.09,2388,9059.29,47.22,522.64,,8139.8,8.4188,390,38.87,23.4571,76.555,0
1/11/2019 1:00,1/11/2019 1:00,1/11/2019 1:00,0.002,0.0002,518.67,641.37,,,554.73,2388.02,9057.34,47.25,522,,8142.08,8.4164,394,39.06,23.5283,76.555,0
1/11/2019 2:00,1/11/2019 2:00,1/11/2019 2:00,0.0013,0.0004,518.67,641.27,,,554.59,2388.02,9055.79,47.21,522.32,,8142.06,8.3709,391,39.12,23.3881,76.555,0
1/11/2019 3:00,1/11/2019 3:00,1/11/2019 3:00,0.005,0.0005,518.67,642.1,,,555.01,2388.04,9058.16,47.16,522.69,,8136.08,8.3609,391,39.08,23.4047,76.555,0
1/11/2019 4:00,1/11/2019 4:00,1/11/2019 4:00,0.0013,0.0005,518.67,642.22,,,554.21,2388,9055.35,47.22,522.13,,8134.91,8.4069,390,39.09,23.4191,76.555,0
1/11/2019 5:00,1/11/2019 5:00,1/11/2019 5:00,-0.0018,0.0005,518.67,642,,,554.05,2388,9061.16,47.2,522.79,,8138.78,8.3755,391,39.02,23.4489,76.555,0
1/11/2019 6:00,1/11/2019 6:00,1/11/2019 6:00,0.0005,0.0005,518.67,642.02,,,554.07,2388.03,9046.96,47.22,522.3,,8137.16,8.401,391,38.84,23.4402,76.555,0
1/11/2019 7:00,1/11/2019 7:00,1/11/2019 7:00,0.0015,0.0006,518.67,642.41,,,554.34,2388.04,9053.6,47.26,522.22,,8140.84,8.3856,392,38.94,23.3071,76.555,0
1/11/2019 8:00,1/11/2019 8:00,1/11/2019 8:00,0.0016,0.0005,518.67,642.27,,,553.98,2387.97,9046.36,47.14,522.87,,8135.3,8.3449,392,39.08,23.4631,76.555,0
1/11/2019 9:00,1/11/2019 9:00,1/11/2019 9:00,0.0027,0,518.67,642.02,,,554.14,2388.04,9053.65,47.08,522.9,,8135.14,8.4144,392,38.92,23.4966,76.555,0
1/11/2019 10:00,1/11/2019 10:00,1/11/2019 10:00,0.0003,0.0003,518.67,642.01,,,554.16,2388.04,9057.05,47.22,522.77,,8137.23,8.4087,392,39.03,23.4546,76.555,0
1/11/2019 11:00,1/11/2019 11:00,1/11/2019 11:00,-0.0014,-0.0002,518.67,642.05,,,554.2,2388.05,9060.38,47.17,522.27,,8141.93,8.3847,390,38.99,23.4284,76.555,0
1/11/2019 12:00,1/11/2019 12:00,1/11/2019 12:00,0.0002,-0.0003,518.67,642.15,,,554.54,2388,9053.33,47.19,522.08,,8140.52,8.3994,390,38.93,23.5041,76.555,0
1/11/2019 13:00,1/11/2019 13:00,1/11/2019 13:00,0.0021,0.0003,518.67,642.4,1583.85,1396.46,554.96,2388.04,9046.52,47.03,522.73,,8136.97,8.3756,391,38.89,23.3447,76.555,0
1/11/2019 14:00,1/11/2019 14:00,1/11/2019 14:00,0.0006,-0.0001,518.67,642.09,1586.71,1397.95,554.67,2387.99,9057.73,47.18,522.41,2387.98,8134.97,8.3821,392,39.23,23.4336,76.555,0
1/11/2019 15:00,1/11/2019 15:00,1/11/2019 15:00,-0.0006,0.0005,518.67,642.85,1583.86,1396.5,554.04,2388.04,9049.11,47.18,522.83,2387.99,8135.93,8.4024,390,39.17,23.4871,76.555,0
1/11/2019 16:00,1/11/2019 16:00,1/11/2019 16:00,-0.0002,-0.0004,518.67,642.02,1577.86,1399.78,554.73,2388,9051.65,47.16,522.16,2388.05,8138.46,8.4042,391,39.1,23.353,76.555,0
1/11/2019 17:00,1/11/2019 17:00,1/11/2019 17:00,0.0008,0.0003,518.67,642.03,1585.34,1393.06,555.02,2388.02,9055.92,47.03,522.34,2388.01,8137.89,8.3731,392,38.9,23.3239,76.555,0
1/11/2019 18:00,1/11/2019 18:00,1/11/2019 18:00,-0.001,-0.0001,518.67,641.52,1588.48,1401.66,554.76,2388,9056.25,47.09,522.58,2388.01,8134.22,8.4064,392,39.08,23.3668,76.555,0
1/11/2019 19:00,1/11/2019 19:00,1/11/2019 19:00,-0.0023,-0.0001,518.67,642,1584.9,1397.09,554.33,2388.05,9051.78,46.98,522.73,2388.01,8137.95,8.411,391,38.95,23.5307,76.555,0
1/11/2019 20:00,1/11/2019 20:00,1/11/2019 20:00,0.0004,-0.0003,518.67,641.58,1583.46,1405.33,554.42,2388.01,9046.85,47.1,522.48,2387.99,8141.65,8.4057,392,39.13,23.3626,76.555,0
1/11/2019 21:00,1/11/2019 21:00,1/11/2019 21:00,-0.0035,-0.0004,518.67,642.33,1585.59,1387.16,554.54,2388.02,9044.62,47.18,522.7,2388.02,8134.65,8.4077,392,39.11,23.3779,76.555,0
1/11/2019 22:00,1/11/2019 22:00,1/11/2019 22:00,-0.0035,0.0002,518.67,641.84,1587.04,1388.97,554.72,2388.02,9052.27,47.03,522.1,2388.01,8139.72,8.393,391,39.1,23.3796,76.555,0
1/11/2019 23:00,1/11/2019 23:00,1/11/2019 23:00,-0.0003,-0.0001,518.67,642.5,1584.13,1389.62,553.87,2388.05,9052.86,47.17,521.98,2387.96,8136.88,8.4008,391,39.23,23.4544,76.555,0
1/12/2019 0:00,1/12/2019 0:00,1/12/2019 0:00,0,-0.0002,518.67,642.3,1582.93,1389.91,554.46,2388.03,9047.75,47.3,522.24,2387.98,8134.92,8.3731,391,39.15,23.3861,76.555,0
1/12/2019 1:00,1/12/2019 1:00,1/12/2019 1:00,0.0032,0,518.67,642.48,1584.24,1397.95,554.6,2388.08,9053.2,47.17,522.78,2388,8136.9,8.4036,391,39.04,23.4347,76.555,0
1/12/2019 2:00,1/12/2019 2:00,1/12/2019 2:00,0.0014,-0.0002,518.67,642.09,1584.57,1396.84,554.06,2388.04,9057.57,47.12,521.93,2388.02,8141.27,8.4003,393,39.11,23.3928,76.555,0
1/12/2019 3:00,1/12/2019 3:00,1/12/2019 3:00,-0.0044,0.0001,518.67,642.41,1585.45,1399.71,555.08,2388.03,9057.02,47.09,522.69,2387.99,8135.88,8.4006,391,39.04,23.2745,76.555,0
1/12/2019 4:00,1/12/2019 4:00,1/12/2019 4:00,-0.0017,-0.0001,518.67,641.81,1577.87,1401.66,554.52,2388.03,9048.8,47.27,521.78,2387.98,8135.86,8.4193,391,39.23,23.4442,76.555,0
1/12/2019 5:00,1/12/2019 5:00,1/12/2019 5:00,-0.0014,0.0005,518.67,641.91,1575.83,1395.05,554.63,2388,9061.57,47.17,522.15,2388.01,8134.72,8.3867,392,38.98,23.325,76.555,0
1/12/2019 6:00,1/12/2019 6:00,1/12/2019 6:00,0,0.0001,518.67,641.66,1581.65,1401.46,554.93,2388.02,9048.35,47.11,522.18,2388.05,8136.88,8.4144,391,39.07,23.398,76.555,0
1/12/2019 7:00,1/12/2019 7:00,1/12/2019 7:00,0.0008,0,518.67,641.7,1582.59,1395.4,554.28,2388,9057.07,47.34,522.52,2387.98,8135.72,8.4128,391,38.92,23.3455,76.555,0
1/12/2019 8:00,1/12/2019 8:00,1/12/2019 8:00,0.0005,-0.0002,518.67,642.26,1584.6,1394.01,554.11,2388.06,9054.62,47.17,522.65,2387.98,8138.89,8.4121,392,39,23.426,76.555,0
1/12/2019 9:00,1/12/2019 9:00,1/12/2019 9:00,-0.0036,-0.0001,518.67,642.17,1587.63,1395.44,554.99,2388.1,9048.97,46.96,522.58,2388,8138.81,8.3761,393,39.02,23.3933,76.555,0
1/12/2019 10:00,1/12/2019 10:00,1/12/2019 10:00,0.0008,0.0001,518.67,642.5,1577.16,1399.27,554.07,2387.97,9054.61,47.16,522.2,2388,8137.75,8.4141,392,38.97,23.4076,76.555,0
1/12/2019 11:00,1/12/2019 11:00,1/12/2019 11:00,-0.0004,0,518.67,642.73,1586.47,1399.73,554.35,2388.01,9049.25,47.33,522.21,2387.97,8136.47,8.4116,392,39.09,23.3783,76.555,0
1/12/2019 12:00,1/12/2019 12:00,1/12/2019 12:00,0.0005,-0.0002,518.67,641.76,1593.24,1397.3,554.47,2388.05,9049.78,47.26,522.17,2387.98,8134.06,8.4118,392,39.06,23.3894,76.555,0
1/12/2019 13:00,1/12/2019 13:00,1/12/2019 13:00,-0.0004,0.0002,518.67,642.39,1586.68,1403.09,555.01,2388,9053.44,47.24,522.02,2387.94,8131.12,8.3993,392,38.92,23.317,76.555,0
1/12/2019 14:00,1/12/2019 14:00,1/12/2019 14:00,-0.0007,-0.0001,518.67,642.48,1583.11,1393.85,554.54,2388.03,9057.61,47.19,522.4,2388.02,8136.69,8.4012,392,39.12,23.4393,76.555,0
1/12/2019 15:00,1/12/2019 15:00,1/12/2019 15:00,-0.0004,-0.0001,518.67,641.73,1586.57,1400.98,554.41,2388.01,9057.35,47.15,522.95,2388.02,8142.06,8.3896,390,38.94,23.4567,76.555,0
1/12/2019 16:00,1/12/2019 16:00,1/12/2019 16:00,-0.0013,0.0001,518.67,642.39,1584.04,1396.13,555.36,2388.01,9060.56,47.25,521.97,2388.03,8138.8,8.3932,391,39.07,23.4015,76.555,0
1/12/2019 17:00,1/12/2019 17:00,1/12/2019 17:00,0.0025,0.0004,518.67,641.64,1578.27,1390.64,555.45,2387.95,9053.52,47.09,522.54,2388.07,8133.37,8.3944,392,38.99,23.421,76.555,0
1/12/2019 18:00,1/12/2019 18:00,1/12/2019 18:00,-0.0037,0.0001,518.67,642.01,1586.91,1399.66,554.05,2388.05,9052.13,46.99,522.08,2388.07,8136.29,8.3629,392,38.88,23.4591,76.555,0
1/12/2019 19:00,1/12/2019 19:00,1/12/2019 19:00,0.0003,0,518.67,641.97,1588.54,1395.38,554.06,2388.02,9052.12,46.95,522.36,2388.02,8138.64,8.4399,392,39.01,23.4969,76.555,0
1/12/2019 20:00,1/12/2019 20:00,1/12/2019 20:00,0.0004,-0.0001,518.67,642.44,1587.2,1394.24,554.83,2387.99,9058.82,47.12,522.57,2387.98,8135.85,8.4018,391,38.96,23.5367,76.555,0
1/12/2019 21:00,1/12/2019 21:00,1/12/2019 21:00,0.0021,0.0004,518.67,641.62,1585.59,1398.51,554.19,2388,9057.44,47.23,522.26,2388.09,8135.02,8.3931,390,39.15,23.2873,76.555,0
1/12/2019 22:00,1/12/2019 22:00,1/12/2019 22:00,0.0027,0,518.67,641.37,1588.33,1394,554.94,2387.99,9056.41,47.2,523.26,2388.03,8138.12,8.3889,391,38.95,23.4198,76.555,0
1/12/2019 23:00,1/12/2019 23:00,1/12/2019 23:00,0.0006,-0.0001,518.67,641.72,1578.31,1390.12,555.25,2388.02,9053,47.25,522.62,2388.07,8135.81,8.4162,391,39.08,23.4685,76.555,0
1/13/2019 0:00,1/13/2019 0:00,1/13/2019 0:00,0.0035,-0.0001,518.67,641.86,1587.24,1402.78,554.17,2388.01,9055.28,47.19,522.3,2388,8135.13,8.3428,391,39.17,23.4491,76.555,0
1/13/2019 1:00,1/13/2019 1:00,1/13/2019 1:00,0,-0.0004,518.67,641.73,1585.18,1398.81,554.18,2388.07,9047.88,47.13,523.13,2388.04,8135.08,8.3997,390,39,23.4056,76.555,0
1/13/2019 2:00,1/13/2019 2:00,1/13/2019 2:00,-0.0037,-0.0004,518.67,642.41,1586.46,1402.26,554.86,2388.06,9050.39,47.29,522.75,2387.92,8138.11,8.394,392,38.95,23.4055,76.555,0
1/13/2019 3:00,1/13/2019 3:00,1/13/2019 3:00,0.0002,0.0004,518.67,641.73,1588.31,1398.33,554.5,2387.97,9049.41,47.19,522.63,2387.96,8137.66,8.3954,391,39.13,23.4072,76.555,0
1/13/2019 4:00,1/13/2019 4:00,1/13/2019 4:00,0.0004,0,518.67,641.85,1579.31,1399.12,554.51,2388.02,9050.83,47.27,522.26,2388.01,8138.02,8.3958,391,38.87,23.4982,76.555,0
1/13/2019 5:00,1/13/2019 5:00,1/13/2019 5:00,0.0019,-0.0002,518.67,642.36,1582.64,1399.51,554.77,2387.95,9056.36,47.26,522.59,2387.96,8140.14,8.3952,393,39.1,23.2916,76.555,0
1/13/2019 6:00,1/13/2019 6:00,1/13/2019 6:00,0.0007,-0.0002,518.67,642.23,1587.88,1398.17,554.71,2388.01,9056.67,47.04,522.62,2388,8139.82,8.3851,391,39.06,23.4173,76.555,0
1/13/2019 7:00,1/13/2019 7:00,1/13/2019 7:00,0.0017,0.0005,518.67,641.95,1584.62,1394.07,554.18,2388,9054.7,47.18,522.42,2388.08,8135.49,8.4143,393,39.18,23.4148,76.555,0
1/13/2019 8:00,1/13/2019 8:00,1/13/2019 8:00,0.0019,-0.0003,518.67,642.06,1580.77,1405.34,554.1,2387.98,9053.58,47.21,522.04,2388,8138.51,8.3922,390,38.9,23.4878,76.555,0
1/13/2019 9:00,1/13/2019 9:00,1/13/2019 9:00,-0.0007,-0.0002,518.67,642.09,1583.57,1399.47,553.79,2388.02,9045.94,47.15,522.48,2388.05,8134.67,8.4026,391,39.1,23.3972,76.555,0
1/13/2019 10:00,1/13/2019 10:00,1/13/2019 10:00,-0.0006,0.0005,518.67,642.36,1584.87,1399.17,554.28,2388.02,9050.92,47.13,522.45,2388,8137.35,8.3919,392,38.81,23.2772,76.555,0
1/13/2019 11:00,1/13/2019 11:00,1/13/2019 11:00,0.0019,-0.0004,518.67,642.21,1591.68,1392.48,553.92,2388.05,9049.14,47.24,522.52,2388,8137.98,8.4005,391,38.94,23.3075,76.555,0
1/13/2019 12:00,1/13/2019 12:00,1/13/2019 12:00,0,0.0005,518.67,642.1,1585.62,1395.39,554.53,2388.03,9054.99,47.38,522.74,2387.99,8141.01,8.4075,392,39.15,23.4165,76.555,0
1/13/2019 13:00,1/13/2019 13:00,1/13/2019 13:00,-0.0022,0.0002,518.67,642.56,1579.26,1402.79,553.99,2388.05,9048.27,47.06,522.37,2388.02,8131.72,8.3773,392,38.98,23.4318,76.555,0
1/13/2019 14:00,1/13/2019 14:00,1/13/2019 14:00,-0.0026,0.0006,518.67,642.42,1576.94,1399.59,554.4,2387.97,9059,47.07,521.66,2388.06,8137.78,8.3698,392,38.92,23.3285,76.555,0
1/13/2019 15:00,1/13/2019 15:00,1/13/2019 15:00,0.0008,0.0001,518.67,642.04,1586.12,1400.5,554.42,2388.02,9056.26,47.19,522.22,2388.06,8135.99,8.4202,391,39.06,23.3578,76.555,0
1/13/2019 16:00,1/13/2019 16:00,1/13/2019 16:00,-0.0001,0.0003,518.67,641.73,1587.84,1401.08,554.57,2388.04,9056.94,47.21,522.92,2387.98,8140.08,8.4115,391,39.08,23.5011,76.555,0
1/13/2019 17:00,1/13/2019 17:00,1/13/2019 17:00,-0.0034,-0.0004,518.67,642.04,1585.48,1400.97,554.43,2388.05,9054.46,47.13,522.5,2388,8138.18,8.4179,393,39.15,23.3414,76.555,0
1/13/2019 18:00,1/13/2019 18:00,1/13/2019 18:00,0.0076,-0.0001,518.67,642.04,1586.01,1402.72,554.48,2388,9056.18,47.21,522.01,2388.05,8135.5,8.4107,390,38.85,23.331,76.555,0
1/13/2019 19:00,1/13/2019 19:00,1/13/2019 19:00,0.0031,0,518.67,641.96,1582.66,1397.81,555.07,2387.98,9051.47,47.37,522.4,2388.01,8140.13,8.3835,392,38.93,23.4257,76.555,0
1/13/2019 20:00,1/13/2019 20:00,1/13/2019 20:00,0.0016,0.0001,518.67,642.44,1590.24,1407.05,554.44,2388.03,9052.38,47.19,522.05,2388.04,8136.45,8.4052,391,38.92,23.3453,76.555,0
1/13/2019 21:00,1/13/2019 21:00,1/13/2019 21:00,-0.0022,0.0002,518.67,642.05,1587.75,1392.16,554.44,2388.11,9050.8,47.23,522.36,2388.02,8144.59,8.4148,392,39.12,23.4403,76.555,0
1/13/2019 22:00,1/13/2019 22:00,1/13/2019 22:00,-0.0034,0.0002,518.67,642.41,1582.04,1397.31,554.91,2388,9055.21,47.26,522.18,2388.07,8142.03,8.4037,390,39.03,23.4053,76.555,0
1/13/2019 23:00,1/13/2019 23:00,1/13/2019 23:00,-0.005,0.0004,518.67,641.94,1585.65,1397.45,554.81,2388.02,9058.39,47.32,522.11,2388.05,8140.65,8.4056,392,39,23.3467,76.555,0
1/14/2019 0:00,1/14/2019 0:00,1/14/2019 0:00,0.0002,-0.0004,518.67,641.87,1584.61,1402.62,553.96,2388.06,9061.94,47.32,522.11,2387.97,8133.6,8.3727,393,39.09,23.4154,76.555,0
1/14/2019 1:00,1/14/2019 1:00,1/14/2019 1:00,0.0011,-0.0001,518.67,642.52,1581.7,1402.93,554.21,2387.96,9058.97,47.16,522.34,2388.05,8136.62,8.3723,393,39.13,23.5191,76.555,0
1/14/2019 2:00,1/14/2019 2:00,1/14/2019 2:00,0.0014,0.0004,518.67,642.24,1578.45,1396.25,554.29,2388.03,9056.31,47.23,522.27,2388.04,8136.72,8.3978,391,38.75,23.4441,76.555,0
1/14/2019 3:00,1/14/2019 3:00,1/14/2019 3:00,0.0014,0,518.67,642.12,1590.41,1392.9,553.72,2388.12,9053.21,47.28,522,2387.99,8145.36,8.4061,391,39.1,23.3497,76.555,0
1/14/2019 4:00,1/14/2019 4:00,1/14/2019 4:00,-0.0013,-0.0002,518.67,642.29,1583.3,1398.47,554.5,2388.07,9053.81,47.31,522.27,2388.02,8140.04,8.3723,391,39.06,23.3997,76.555,0
1/14/2019 5:00,1/14/2019 5:00,1/14/2019 5:00,0.0039,0,518.67,642.24,1576.85,1393.76,554.42,2387.99,9062.68,47.18,522.32,2387.99,8137.95,8.4437,392,39.16,23.4703,76.555,0
1/14/2019 6:00,1/14/2019 6:00,1/14/2019 6:00,-0.0023,-0.0002,518.67,642.49,1588.35,1397.2,554.33,2388.01,9063.33,47.37,522.23,2388,8138.79,8.4025,392,39.06,23.3444,76.555,0
1/14/2019 7:00,1/14/2019 7:00,1/14/2019 7:00,-0.003,0,518.67,641.95,1584.21,1404.74,554.07,2388.01,9049.1,47.23,522.1,2387.99,8141.12,8.3994,391,39.12,23.5029,76.555,0
1/14/2019 8:00,1/14/2019 8:00,1/14/2019 8:00,-0.0005,-0.0002,518.67,642.13,1576.56,1397.05,555.1,2388.01,9055.66,47.19,522.13,2388.02,8138.67,8.4119,391,39.06,23.3784,76.555,0
1/14/2019 9:00,1/14/2019 9:00,1/14/2019 9:00,-0.0041,-0.0001,518.67,642.16,1583.27,1401.33,554.37,2388.01,9055.06,47.14,522.1,2388.03,8138.48,8.395,390,38.89,23.313,76.555,0
1/14/2019 10:00,1/14/2019 10:00,1/14/2019 10:00,-0.001,0.0004,518.67,642.38,1577.87,1398.39,554.45,2387.97,9053.87,47.01,522.48,2388.02,8145.28,8.3895,391,38.96,23.4542,76.555,0
1/14/2019 11:00,1/14/2019 11:00,1/14/2019 11:00,-0.0031,0,518.67,641.97,1583.84,1395.4,554.6,2388.02,9056.45,47.23,522.39,2388.03,8139.95,8.4365,392,39.05,23.432,76.555,0
1/14/2019 12:00,1/14/2019 12:00,1/14/2019 12:00,-0.0013,0.0004,518.67,641.95,1580.49,1400.99,553.96,2388.01,9055.61,47.11,522.23,2388.05,8141.01,8.3735,392,39.04,23.2912,76.555,0
1/14/2019 13:00,1/14/2019 13:00,1/14/2019 13:00,0,-0.0002,518.67,642.67,1585.06,1401.87,554.32,2388,9054.52,47.24,522.21,2388,8141.97,8.4236,392,38.74,23.3731,76.555,0
1/14/2019 14:00,1/14/2019 14:00,1/14/2019 14:00,-0.0001,0.0004,518.67,642.01,1589.61,1394.39,554.42,2388.05,9056.54,47.22,521.62,2388.01,8136.11,8.3666,391,39.18,23.4077,76.555,0
1/14/2019 15:00,1/14/2019 15:00,1/14/2019 15:00,0.0027,0.0003,518.67,642.04,1580.19,1391.52,554.51,2387.96,9053.67,47.28,522.31,2387.97,8140.79,8.4134,392,39.09,23.3381,76.555,0
1/14/2019 16:00,1/14/2019 16:00,1/14/2019 16:00,0.0011,0.0003,518.67,642.08,1585.52,1405.27,553.82,2388.01,9051.03,47.23,521.96,2387.97,8136.04,8.3783,392,38.88,23.3284,76.555,0
1/14/2019 17:00,1/14/2019 17:00,1/14/2019 17:00,-0.001,-0.0004,518.67,642.11,1588.59,1403.23,554.31,2388.04,9056.3,47.21,522.14,2388.03,8134.83,8.3887,391,38.86,23.4492,76.555,0
